==16113== NVPROF is profiling process 16113, command: ./nn filelist_4 -r 5 -lat 30 -lng 90
==16113== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==16113== Profiling application: ./nn filelist_4 -r 5 -lat 30 -lng 90
==16113== Profiling result:
==16113== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_user_response_data_received","NVLink User Response Data Received",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_hp","Floating Point Operations(Half Precision)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_hp_add","Floating Point Operations(Half Precision Add)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_hp_mul","Floating Point Operation(Half Precision Mul)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_hp_fma","Floating Point Operations(Half Precision FMA)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_fp_16","HP Instructions(Half)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"ipc","Executed IPC",0.584587,0.746239,0.678039
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"issued_ipc","Issued IPC",0.628671,0.780388,0.735521
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"issue_slot_utilization","Issue Slot Utilization",29.927336%,37.109035%,34.984688%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"sm_efficiency","Multiprocessor Activity",15.654806%,22.874495%,18.628177%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"achieved_occupancy","Achieved Occupancy",0.297094,0.324207,0.308814
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.079282,1.097057,1.088791
