==7355== NVPROF is profiling process 7355, command: ./srad 100 0.5 502 458
==7355== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==7355== Profiling application: ./srad 100 0.5 502 458
==7355== Profiling result:
==7355== Event result:
"Device","Kernel","Invocations","Event Name","Min","Max","Avg","Total"
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_write_sysmem_sector_queries",0,4,1,396
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_write_sysmem_sector_queries",1,5,3,604
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gld_inst_8bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gld_inst_16bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gld_inst_32bit",1288,459856,230572,46114400
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gld_inst_64bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gld_inst_128bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gst_inst_8bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gst_inst_16bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gst_inst_32bit",2,900,451,90200
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gst_inst_64bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gst_inst_128bit",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_00",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_01",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_02",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_03",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_04",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_05",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_06",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"prof_trigger_07",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"warps_launched",16,7200,3608,721600
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"inst_issued0",31950,877919,427513,85502602
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"inst_issued1",5955,1026942,516358,103271719
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"inst_issued2",991,72226,36603,7320716
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"inst_executed",7905,1164019,585962,117192400
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"thread_inst_executed",203056,37132594,18667825,3733565098
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"not_predicated_off_thread_inst_executed",184568,21940390,11062476,2212495308
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"global_load",422,14424,7423,1484600
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"global_store",2,900,451,90200
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"generic_load",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"generic_store",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"inst_executed_in_trap",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"active_cycles_in_trap",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"local_store",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"local_load",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"shared_load",190,259540,129865,25973000
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"shared_store",128,143722,71925,14385000
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"inst_executed_shared_atom_cas",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"shared_atom",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"global_atom_cas",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"atom_count",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"gred_count",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"divergent_branch",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"branch",389,22205,11297,2259400
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"shared_ld_bank_conflict",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"shared_st_bank_conflict",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"shared_ld_transactions",190,171536,85863,17172600
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"shared_st_transactions",126,99690,49908,9981600
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"active_cycles",27937,991684,496373,99274717
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"elapsed_cycles_sm",1411416,1947212,1704474,340894848
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"active_warps",187278,52451018,25734625,5146925048
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"active_cycles_pm",28109,503629,260354,52070816
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"active_warps_pm",187516,52802028,25836222,5167244464
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"elapsed_cycles_pm",646030,866662,786318,157263665
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"tex0_cache_sector_queries",317496,323367,320149,32014984
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"tex1_cache_sector_queries",316144,322015,319361,31936116
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"tex0_cache_sector_misses",133003,136304,134457,13445739
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"tex1_cache_sector_misses",131957,136761,134263,13426300
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb_subp0_read_sectors",40616,40947,40805,4080550
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb_subp1_read_sectors",40649,41016,40807,4080765
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb_subp0_write_sectors",14812,15602,15222,1522239
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb_subp1_write_sectors",14684,15413,15098,1509818
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb1_subp0_read_sectors",40584,40987,40797,4079727
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb1_subp1_read_sectors",40614,40946,40818,4081883
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb1_subp0_write_sectors",14811,15584,15236,1523677
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"fb1_subp1_write_sectors",14836,15530,15167,1516742
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"l2_subp0_write_sector_misses",29667,31186,30459,3045917
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"l2_subp1_write_sector_misses",29661,31210,30479,3047977
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"l2_subp0_read_sector_misses",81223,81934,81602,8160277
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"l2_subp1_read_sector_misses",81254,81902,81593,8159389
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"l2_subp0_read_tex_sector_queries",105007,106106,105513,10551367
"Tesla P100-SXM2-16GB (0)","srad2(float, int, int, long, int*, int*, int*, int*, float*, float*, float*, float*, float*, float*)",100,"l2_subp1_read_tex_sector_queries",105193,106294,105727,10572772
